club_name,player_name,club_involved_name,transfer_movement,transfer_period,fee_cleaned,league_name,Squad,country
Sevilla FC,Ludwig Augustinsson,SV Werder Bremen,in,Summer,5.5,Primera Division,SV Werder Bremen,Germany
Sevilla FC,Ludwig Augustinsson,SV Werder Bremen,in,Summer,5.5,Primera Division,SV Werder Bremen,Germany
Sevilla FC,Marko Dmitrović,SD Eibar,in,Summer,0.0,Primera Division,SD Eibar,Spain
Real Sociedad,Alexander Sörloth,RB Leipzig,in,Summer,2.0,Primera Division,RB Leipzig,Germany
Real Sociedad,Alexander Sörloth,RB Leipzig,in,Summer,2.0,Primera Division,RB Leipzig,Germany
Real Sociedad,Diego Rico,AFC Bournemouth,in,Summer,0.5,Primera Division,AFC Bournemouth,England
Villarreal CF,Arnaut Danjuma,AFC Bournemouth,in,Summer,23.5,Primera Division,AFC Bournemouth,England
Villarreal CF,Manu Morlanes,UD Almería,in,Summer,4.0,Primera Division,UD Almería,Spain
Real Betis Balompié,Germán Pezzella,ACF Fiorentina,in,Summer,3.25,Primera Division,ACF Fiorentina,Italy
Real Betis Balompié,Juan Miranda,FC Barcelona,in,Summer,0.0,Primera Division,FC Barcelona,Spain
Real Betis Balompié,Rui Silva,Granada CF,in,Summer,0.0,Primera Division,Granada CF,Spain
Athletic Bilbao,Álex Petxa,Real Sociedad B,in,Summer,0.0,Primera Division,Real Sociedad B,Spain
Granada CF,Luís Maximiano,Sporting CP,in,Summer,5.5,Primera Division,Sporting CP,Portugal
Granada CF,Luís Maximiano,Sporting CP,in,Summer,5.5,Primera Division,Sporting CP,Portugal
Granada CF,Monchu,FC Barcelona,in,Summer,0.75,Primera Division,FC Barcelona,Spain
Granada CF,Sergio Escudero,Sevilla FC,in,Summer,0.0,Primera Division,Sevilla FC,Spain
Granada CF,Rubén Rochina,Levante UD,in,Summer,0.0,Primera Division,Levante UD,Spain
Granada CF,Carlos Bacca,Villarreal CF,in,Summer,0.0,Primera Division,Villarreal CF,Spain
Celta de Vigo,Franco Cervi,SL Benfica,in,Summer,5.0,Primera Division,SL Benfica,Portugal
Celta de Vigo,Javi Galán,SD Huesca,in,Summer,4.0,Primera Division,SD Huesca,Spain
Celta de Vigo,Thiago Galhardo,Sport Club Internacional,in,Summer,0.6,Primera Division,Sport Club Internacional,Other
Cádiz CF,Martín Calderón,Real Madrid Castilla,in,Summer,0.0,Primera Division,Real Madrid Castilla,Spain
Cádiz CF,Álvaro Jiménez,Albacete Balompié,in,Summer,0.0,Primera Division,Albacete Balompié,Spain
RCD Espanyol Barcelona,Landry Dimata,RSC Anderlecht,in,Summer,2.2,Primera Division,RSC Anderlecht,Belgium
RCD Espanyol Barcelona,Landry Dimata,RSC Anderlecht,in,Summer,2.2,Primera Division,RSC Anderlecht,Belgium
RCD Espanyol Barcelona,Álvaro Vadillo,Celta de Vigo,in,Summer,1.8,Primera Division,Celta de Vigo,Spain
RCD Espanyol Barcelona,Sergi Gómez,Sevilla FC,in,Summer,1.0,Primera Division,Sevilla FC,Spain
RCD Espanyol Barcelona,Miguel Llambrich,Villarreal CF,in,Summer,0.5,Primera Division,Villarreal CF,Spain
RCD Espanyol Barcelona,Aleix Vidal,Sevilla FC,in,Summer,0.0,Primera Division,Sevilla FC,Spain
CA Osasuna,Ante Budimir,RCD Mallorca,in,Summer,8.0,Primera Division,RCD Mallorca,Spain
CA Osasuna,Jonás Ramalho,Girona FC,in,Summer,0.7,Primera Division,Girona FC,Spain
CA Osasuna,Cote,SD Eibar,in,Summer,0.0,Primera Division,SD Eibar,Spain
CA Osasuna,Kike García,SD Eibar,in,Summer,0.0,Primera Division,SD Eibar,Spain
Levante UD,Roberto Soldado,Granada CF,in,Summer,0.5,Primera Division,Granada CF,Spain
Levante UD,Enric Franquesa,Villarreal CF,in,Summer,0.375,Primera Division,Villarreal CF,Spain
Levante UD,Roger Brugué,Gimnàstic de Tarragona,in,Summer,0.0,Primera Division,Gimnàstic de Tarragona,Spain
Valencia CF,Dimitri Foulquier,Granada CF,in,Summer,2.5,Primera Division,Granada CF,Spain
Getafe CF,Jakub Jankto,UC Sampdoria,in,Summer,6.0,Primera Division,UC Sampdoria,Italy
Getafe CF,Jakub Jankto,UC Sampdoria,in,Summer,6.0,Primera Division,UC Sampdoria,Italy
Getafe CF,Carles Aleñá,FC Barcelona,in,Summer,5.0,Primera Division,FC Barcelona,Spain
Getafe CF,Jonathan Silva,CD Leganés,in,Summer,2.5,Primera Division,CD Leganés,Spain
Getafe CF,Stefan Mitrović,RC Strasbourg Alsace,in,Summer,1.0,Primera Division,RC Strasbourg Alsace,France
Getafe CF,Sandro Ramírez,SD Huesca,in,Summer,1.0,Primera Division,SD Huesca,Spain
Deportivo Alavés,Mamadou Sylla,Girona FC,in,Summer,1.15,Primera Division,Girona FC,Spain
Elche CF,Lucas Boyé,Torino FC,in,Summer,3.0,Primera Division,Torino FC,Italy
Elche CF,Johan Mojica,Girona FC,in,Summer,1.2,Primera Division,Girona FC,Spain
Elche CF,Pedro Bigas,SD Eibar,in,Summer,0.0,Primera Division,SD Eibar,Spain
Elche CF,Omar Mascarell,FC Schalke 04,in,Summer,0.0,Primera Division,FC Schalke 04,Germany
Elche CF,Lucas Pérez,Deportivo Alavés,in,Summer,0.0,Primera Division,Deportivo Alavés,Spain
Elche CF,Gerard Gumbau,Girona FC,in,Summer,0.0,Primera Division,Girona FC,Spain
RCD Mallorca,Matthew Hoppe,FC Schalke 04,in,Summer,3.5,Primera Division,FC Schalke 04,Germany
RCD Mallorca,Amath Ndiaye,Getafe CF,in,Summer,3.0,Primera Division,Getafe CF,Spain
RCD Mallorca,Pablo Maffeo,VfB Stuttgart,in,Summer,0.5,Primera Division,VfB Stuttgart,Germany
RCD Mallorca,Ángel Rodríguez,Getafe CF,in,Summer,0.0,Primera Division,Getafe CF,Spain
RCD Mallorca,Kang-in Lee,Valencia CF,in,Summer,0.0,Primera Division,Valencia CF,Spain
RCD Mallorca,Jaume Costa,Villarreal CF,in,Summer,0.0,Primera Division,Villarreal CF,Spain
Rayo Vallecano,Fran García,Real Madrid Castilla,in,Summer,2.0,Primera Division,Real Madrid Castilla,Spain
Rayo Vallecano,Randy Nteka,CF Fuenlabrada,in,Summer,1.3,Primera Division,CF Fuenlabrada,Spain
Rayo Vallecano,Pathé Ciss,CF Fuenlabrada,in,Summer,1.0,Primera Division,CF Fuenlabrada,Spain
Rayo Vallecano,Iván Balliu,UD Almería,in,Summer,0.0,Primera Division,UD Almería,Spain
Atlético de Madrid,Daniel Wass,Valencia CF,in,Winter,2.7,Primera Division,Valencia CF,Spain
FC Barcelona,Pierre-Emerick Aubameyang,Arsenal FC,in,Winter,0.0,Primera Division,Arsenal FC,England
Sevilla FC,Tecatito,FC Porto,in,Winter,3.0,Primera Division,FC Porto,Portugal
Granada CF,Dani Raba,Villarreal CF,in,Winter,0.0,Primera Division,Villarreal CF,Spain
Cádiz CF,Lucas Pérez,Elche CF,in,Winter,0.2,Primera Division,Elche CF,Spain
Levante UD,Martín Cáceres,Cagliari Calcio,in,Winter,0.0,Primera Division,Cagliari Calcio,Italy
Getafe CF,Borja Mayoral,AS Roma,in,Winter,0.5,Primera Division,AS Roma,Italy
Getafe CF,Borja Mayoral,AS Roma,in,Winter,0.5,Primera Division,AS Roma,Italy
Deportivo Alavés,Jason,Valencia CF,in,Winter,0.0,Primera Division,Valencia CF,Spain
RCD Mallorca,Vedat Muriqi,SS Lazio,in,Winter,0.5,Primera Division,SS Lazio,Italy
Real Madrid,Antonio Rüdiger,Chelsea FC,in,Summer,0.0,Primera Division,Chelsea FC,England
FC Barcelona,Jules Kounde,Sevilla FC,in,Summer,50.0,Primera Division,Sevilla FC,Spain
FC Barcelona,Marcos Alonso,Chelsea FC,in,Summer,0.0,Primera Division,Chelsea FC,England
FC Barcelona,Héctor Bellerín,Arsenal FC,in,Summer,0.0,Primera Division,Arsenal FC,England
FC Barcelona,Andreas Christensen,Chelsea FC,in,Summer,0.0,Primera Division,Chelsea FC,England
FC Barcelona,Franck Kessié,AC Milan,in,Summer,0.0,Primera Division,AC Milan,Italy
FC Barcelona,Franck Kessié,AC Milan,in,Summer,0.0,Primera Division,AC Milan,Italy
Sevilla FC,Adnan Januzaj,Real Sociedad,in,Summer,0.0,Primera Division,Real Sociedad,Spain
Atlético de Madrid,Nahuel Molina,Udinese Calcio,in,Summer,20.0,Primera Division,Udinese Calcio,Italy
Atlético de Madrid,Samuel Lino,Gil Vicente FC,in,Summer,6.5,Primera Division,Gil Vicente FC,Portugal
Atlético de Madrid,Axel Witsel,Borussia Dortmund,in,Summer,0.0,Primera Division,Borussia Dortmund,Germany
Real Sociedad,Umar Sadiq,UD Almería,in,Summer,20.0,Primera Division,UD Almería,Spain
Real Sociedad,Brais Méndez,Celta de Vigo,in,Summer,14.0,Primera Division,Celta de Vigo,Spain
Real Sociedad,Momo Cho,Angers SCO,in,Summer,11.0,Primera Division,Angers SCO,France
Real Sociedad,Alexander Sörloth,RB Leipzig,in,Summer,1.5,Primera Division,RB Leipzig,Germany
Real Sociedad,Alexander Sörloth,RB Leipzig,in,Summer,1.5,Primera Division,RB Leipzig,Germany
Real Betis Balompié,Willian José,Real Sociedad,in,Summer,10.0,Primera Division,Real Sociedad,Spain
Real Betis Balompié,Luiz Felipe,SS Lazio,in,Summer,0.0,Primera Division,SS Lazio,Italy
Villarreal CF,Johan Mojica,Elche CF,in,Summer,5.5,Primera Division,Elche CF,Spain
Villarreal CF,Kiko Femenía,Watford FC,in,Summer,0.98,Primera Division,Watford FC,England
Villarreal CF,Pepe Reina,SS Lazio,in,Summer,0.0,Primera Division,SS Lazio,Italy
Villarreal CF,José Luis Morales,Levante UD,in,Summer,0.0,Primera Division,Levante UD,Spain
Athletic Bilbao,Gorka Guruzeta,SD Amorebieta,in,Summer,0.0,Primera Division,SD Amorebieta,Spain
Valencia CF,Hugo Duro,Getafe CF,in,Summer,4.0,Primera Division,Getafe CF,Spain
Valencia CF,Samu Castillejo,AC Milan,in,Summer,0.0,Primera Division,AC Milan,Italy
Valencia CF,Samu Castillejo,AC Milan,in,Summer,0.0,Primera Division,AC Milan,Italy
CA Osasuna,Moi Gómez,Villarreal CF,in,Summer,1.8,Primera Division,Villarreal CF,Spain
CA Osasuna,Rubén Peña,Villarreal CF,in,Summer,0.0,Primera Division,Villarreal CF,Spain
CA Osasuna,Aitor Fernández,Levante UD,in,Summer,0.0,Primera Division,Levante UD,Spain
Elche CF,Roger Martí,Levante UD,in,Summer,3.0,Primera Division,Levante UD,Spain
Elche CF,Carlos Clerc,Levante UD,in,Summer,0.0,Primera Division,Levante UD,Spain
Celta de Vigo,Jörgen Strand Larsen,FC Groningen,in,Summer,12.4,Primera Division,FC Groningen,Netherlands
Celta de Vigo,Williot Swedberg,Hammarby IF,in,Summer,5.5,Primera Division,Hammarby IF,Other
Celta de Vigo,Luca de la Torre,Heracles Almelo,in,Summer,1.4,Primera Division,Heracles Almelo,Netherlands
Celta de Vigo,Agustín Marchesín,FC Porto,in,Summer,1.05,Primera Division,FC Porto,Portugal
Celta de Vigo,Julen Lobete,Real Sociedad B,in,Summer,1.0,Primera Division,Real Sociedad B,Spain
Celta de Vigo,Carles Pérez,AS Roma,in,Summer,1.0,Primera Division,AS Roma,Italy
Celta de Vigo,Carles Pérez,AS Roma,in,Summer,1.0,Primera Division,AS Roma,Italy
Celta de Vigo,Óscar Mingueza,FC Barcelona,in,Summer,0.0,Primera Division,FC Barcelona,Spain
RCD Espanyol Barcelona,Edu Expósito,SD Eibar,in,Summer,4.5,Primera Division,SD Eibar,Spain
RCD Espanyol Barcelona,Álvaro Fernández,SD Huesca,in,Summer,0.4,Primera Division,SD Huesca,Spain
RCD Espanyol Barcelona,José Carlos Lazo,UD Almería,in,Summer,0.0,Primera Division,UD Almería,Spain
RCD Espanyol Barcelona,Brian Oliván,RCD Mallorca,in,Summer,0.0,Primera Division,RCD Mallorca,Spain
RCD Espanyol Barcelona,Joselu,Deportivo Alavés,in,Summer,0.0,Primera Division,Deportivo Alavés,Spain
RCD Espanyol Barcelona,Martin Braithwaite,FC Barcelona,in,Summer,0.0,Primera Division,FC Barcelona,Spain
Rayo Vallecano,Pep Chavarría,Real Zaragoza,in,Summer,1.8,Primera Division,Real Zaragoza,Spain
Rayo Vallecano,Salvi Sánchez,Cádiz CF,in,Summer,0.0,Primera Division,Cádiz CF,Spain
Getafe CF,Luis Milla,Granada CF,in,Summer,5.0,Primera Division,Granada CF,Spain
Getafe CF,Domingos Duarte,Granada CF,in,Summer,0.75,Primera Division,Granada CF,Spain
Getafe CF,Jaime Seoane,SD Huesca,in,Summer,0.0,Primera Division,SD Huesca,Spain
Getafe CF,Munir El Haddadi,Sevilla FC,in,Summer,0.0,Primera Division,Sevilla FC,Spain
RCD Mallorca,Vedat Muriqi,SS Lazio,in,Summer,7.7,Primera Division,SS Lazio,Italy
RCD Mallorca,Pablo Maffeo,VfB Stuttgart,in,Summer,3.0,Primera Division,VfB Stuttgart,Germany
RCD Mallorca,José Copete,SD Ponferradina,in,Summer,0.0,Primera Division,SD Ponferradina,Spain
RCD Mallorca,Rodrigo Battaglia,Sporting CP,in,Summer,0.0,Primera Division,Sporting CP,Portugal
RCD Mallorca,Rodrigo Battaglia,Sporting CP,in,Summer,0.0,Primera Division,Sporting CP,Portugal
RCD Mallorca,Matija Nastasić,ACF Fiorentina,in,Summer,0.0,Primera Division,ACF Fiorentina,Italy
Cádiz CF,Théo Bongonda,KRC Genk,in,Summer,3.0,Primera Division,KRC Genk,Belgium
Cádiz CF,Joseba Zaldua,Real Sociedad,in,Summer,0.0,Primera Division,Real Sociedad,Spain
Cádiz CF,Awer Mabil,FC Midtjylland,in,Summer,0.0,Primera Division,FC Midtjylland,Other
UD Almería,Lázaro,CR Flamengo,in,Summer,7.0,Primera Division,CR Flamengo,Other
UD Almería,Lázaro,CR Flamengo,in,Summer,7.0,Primera Division,CR Flamengo,Other
UD Almería,Kaiky,Santos FC,in,Summer,7.0,Primera Division,Santos FC,Other
UD Almería,Kaiky,Santos FC,in,Summer,7.0,Primera Division,Santos FC,Other
UD Almería,Alejandro Pozo,Sevilla FC,in,Summer,3.0,Primera Division,Sevilla FC,Spain
UD Almería,Gonzalo Melero,Levante UD,in,Summer,1.9,Primera Division,Levante UD,Spain
UD Almería,Léo Baptistão,Santos FC,in,Summer,1.5,Primera Division,Santos FC,Other
UD Almería,Léo Baptistão,Santos FC,in,Summer,1.5,Primera Division,Santos FC,Other
UD Almería,Houboulang Mendes,FC Lorient,in,Summer,0.0,Primera Division,FC Lorient,France
UD Almería,Fernando Pacheco,Deportivo Alavés,in,Summer,0.0,Primera Division,Deportivo Alavés,Spain
Real Valladolid CF,Gonzalo Plata,Sporting CP,in,Summer,3.0,Primera Division,Sporting CP,Portugal
Real Valladolid CF,Gonzalo Plata,Sporting CP,in,Summer,3.0,Primera Division,Sporting CP,Portugal
Real Valladolid CF,Monchu,Granada CF,in,Summer,1.2,Primera Division,Granada CF,Spain
Real Valladolid CF,Kenedy,Chelsea FC,in,Summer,0.5,Primera Division,Chelsea FC,England
Real Valladolid CF,Mickaël Malsa,Levante UD,in,Summer,0.5,Primera Division,Levante UD,Spain
Real Valladolid CF,Sergio Asenjo,Villarreal CF,in,Summer,0.0,Primera Division,Villarreal CF,Spain
Real Valladolid CF,Sergio Escudero,Granada CF,in,Summer,0.0,Primera Division,Granada CF,Spain
Real Valladolid CF,Zouhair Feddal,Sporting CP,in,Summer,0.0,Primera Division,Sporting CP,Portugal
Real Valladolid CF,Zouhair Feddal,Sporting CP,in,Summer,0.0,Primera Division,Sporting CP,Portugal
Girona FC,Oriol Romeu,Southampton FC,in,Summer,5.5,Primera Division,Southampton FC,England
Girona FC,Javi Hernández,CD Leganés,in,Summer,0.5,Primera Division,CD Leganés,Spain
Girona FC,Toni Fuidias,Real Madrid Castilla,in,Summer,0.0,Primera Division,Real Madrid Castilla,Spain
Girona FC,Manu Vallejo,Valencia CF,in,Summer,0.0,Primera Division,Valencia CF,Spain
Atlético de Madrid,Memphis Depay,FC Barcelona,in,Winter,3.0,Primera Division,FC Barcelona,Spain
Real Betis Balompié,Abner,Club Athletico Paranaense,in,Winter,7.0,Primera Division,Club Athletico Paranaense,Other
Elche CF,Randy Nteka,Rayo Vallecano,in,Winter,0.2,Primera Division,Rayo Vallecano,Spain
RCD Espanyol Barcelona,Fernando Pacheco,UD Almería,in,Winter,2.2,Primera Division,UD Almería,Spain
RCD Espanyol Barcelona,Denis Suárez,Celta de Vigo,in,Winter,0.2,Primera Division,Celta de Vigo,Spain
Cádiz CF,Chris Ramos,CD Lugo,in,Winter,1.5,Primera Division,CD Lugo,Spain
Real Valladolid CF,Selim Amallah,Standard Liège,in,Winter,1.0,Primera Division,Standard Liège,Belgium
Amiens SC,Saman Ghoddos,Östersunds FK,in,Summer,4.0,Ligue 1,Östersunds FK,Other
Angers SCO,Jeff Reine-Adélaïde,Arsenal FC U23,in,Summer,1.6,Ligue 1,Arsenal FC U23,England
Angers SCO,Harrison Manzala,Amiens SC,in,Summer,1.0,Ligue 1,Amiens SC,France
Angers SCO,Vincent Pajot,AS Saint-Étienne,in,Summer,1.0,Ligue 1,AS Saint-Étienne,France
Angers SCO,Vincent Pajot,AS Saint-Étienne,in,Summer,1.0,Ligue 1,AS Saint-Étienne,France
Angers SCO,Dorian Bertrand,SO Cholet,in,Summer,0.8,Ligue 1,SO Cholet,France
Angers SCO,Cristian López,RC Lens,in,Summer,0.0,Ligue 1,RC Lens,France
Angers SCO,Stéphane Bahoken,RC Strasbourg Alsace,in,Summer,0.0,Ligue 1,RC Strasbourg Alsace,France
FC Girondins Bordeaux,Samuel Kalu,KAA Gent,in,Summer,8.5,Ligue 1,KAA Gent,Belgium
FC Girondins Bordeaux,Andreas Cornelius,Atalanta BC,in,Summer,1.39,Ligue 1,Atalanta BC,Italy
SM Caen,Enzo Crivelli,Angers SCO,in,Summer,3.0,Ligue 1,Angers SCO,France
SM Caen,Yacine Bammou,FC Nantes,in,Summer,2.7,Ligue 1,FC Nantes,France
SM Caen,Casimir Ninga,Montpellier HSC,in,Summer,2.0,Ligue 1,Montpellier HSC,France
SM Caen,Casimir Ninga,Montpellier HSC,in,Summer,2.0,Ligue 1,Montpellier HSC,France
SM Caen,Fayçal Fajr,Getafe CF,in,Summer,1.5,Ligue 1,Getafe CF,Spain
SM Caen,Malik Tchokounté,Paris FC,in,Summer,0.25,Ligue 1,Paris FC,France
SM Caen,Malik Tchokounté,Paris FC,in,Summer,0.25,Ligue 1,Paris FC,France
SM Caen,Jonathan Gradit,Tours FC,in,Summer,0.0,Ligue 1,Tours FC,France
Dijon FCO,Mickaël Alphonse,FC Sochaux-Montbéliard,in,Summer,0.0,Ligue 1,FC Sochaux-Montbéliard,France
Dijon FCO,Yoann Gourcuff,Stade Rennais FC,in,Summer,0.0,Ligue 1,Stade Rennais FC,France
EA Guingamp,Sikou Niakaté,Valenciennes FC,in,Summer,2.5,Ligue 1,Valenciennes FC,France
EA Guingamp,Guessouma Fofana,Amiens SC,in,Summer,1.0,Ligue 1,Amiens SC,France
EA Guingamp,Nolan Roux,FC Metz,in,Summer,0.0,Ligue 1,FC Metz,France
EA Guingamp,Nolan Roux,FC Metz,in,Summer,0.0,Ligue 1,FC Metz,France
LOSC Lille,Loïc Rémy,UD Las Palmas,in,Summer,1.4,Ligue 1,UD Las Palmas,Spain
LOSC Lille,Jonathan Bamba,AS Saint-Étienne,in,Summer,0.0,Ligue 1,AS Saint-Étienne,France
LOSC Lille,Jonathan Bamba,AS Saint-Étienne,in,Summer,0.0,Ligue 1,AS Saint-Étienne,France
LOSC Lille,Rafael Leão,Sporting CP,in,Summer,0.0,Ligue 1,Sporting CP,Portugal
LOSC Lille,Rafael Leão,Sporting CP,in,Summer,0.0,Ligue 1,Sporting CP,Portugal
LOSC Lille,Jérémy Pied,Southampton FC,in,Summer,0.0,Ligue 1,Southampton FC,England
Olympique Lyon,Moussa Dembélé,Celtic FC,in,Summer,22.0,Ligue 1,Celtic FC,Other
Olympique Lyon,Tanguy Ndombélé,Amiens SC,in,Summer,8.0,Ligue 1,Amiens SC,France
Olympique Lyon,Lenny Pintor,Stade Brestois 29,in,Summer,5.0,Ligue 1,Stade Brestois 29,France
Olympique Lyon,Oumar Solet,Stade Lavallois,in,Summer,1.45,Ligue 1,Stade Lavallois,France
Olympique Lyon,Léo Dubois,FC Nantes,in,Summer,0.0,Ligue 1,FC Nantes,France
Olympique Lyon,Marçal,SL Benfica,in,Summer,0.0,Ligue 1,SL Benfica,Portugal
Olympique Marseille,Kevin Strootman,AS Roma,in,Summer,25.0,Ligue 1,AS Roma,Italy
Olympique Marseille,Kevin Strootman,AS Roma,in,Summer,25.0,Ligue 1,AS Roma,Italy
AS Monaco,Benjamin Henrichs,Bayer 04 Leverkusen,in,Summer,20.0,Ligue 1,Bayer 04 Leverkusen,Germany
AS Monaco,Benjamin Henrichs,Bayer 04 Leverkusen,in,Summer,20.0,Ligue 1,Bayer 04 Leverkusen,Germany
AS Monaco,Jean-Eudes Aholou,RC Strasbourg Alsace,in,Summer,14.0,Ligue 1,RC Strasbourg Alsace,France
AS Monaco,Antonio Barreca,Torino FC,in,Summer,10.0,Ligue 1,Torino FC,Italy
AS Monaco,Pelé,Rio Ave FC,in,Summer,7.2,Ligue 1,Rio Ave FC,Portugal
AS Monaco,Ronaël Pierre-Gabriel,AS Saint-Étienne,in,Summer,6.0,Ligue 1,AS Saint-Étienne,France
AS Monaco,Ronaël Pierre-Gabriel,AS Saint-Étienne,in,Summer,6.0,Ligue 1,AS Saint-Étienne,France
Montpellier HSC,Florent Mollet,FC Metz,in,Summer,2.6,Ligue 1,FC Metz,France
Montpellier HSC,Florent Mollet,FC Metz,in,Summer,2.6,Ligue 1,FC Metz,France
Montpellier HSC,Junior Sambia,Chamois Niortais FC,in,Summer,2.0,Ligue 1,Chamois Niortais FC,France
Montpellier HSC,Bilal Boutobba,Sevilla Atlético,in,Summer,0.0,Ligue 1,Sevilla Atlético,Spain
FC Nantes,Anthony Limbombe,Club Brugge KV,in,Summer,8.25,Ligue 1,Club Brugge KV,Belgium
FC Nantes,Anthony Limbombe,Club Brugge KV,in,Summer,8.25,Ligue 1,Club Brugge KV,Belgium
FC Nantes,Lucas Evangelista,Udinese Calcio,in,Summer,3.0,Ligue 1,Udinese Calcio,Italy
FC Nantes,Fábio,Middlesbrough FC,in,Summer,2.0,Ligue 1,Middlesbrough FC,England
FC Nantes,Rene Krhin,Granada CF,in,Summer,0.3,Ligue 1,Granada CF,Spain
FC Nantes,Matt Miazga,Chelsea FC,in,Summer,0.3,Ligue 1,Chelsea FC,England
OGC Nice,Danilo Barbosa,SC Braga,in,Summer,10.0,Ligue 1,SC Braga,Portugal
OGC Nice,Youcef Atal,KV Kortrijk,in,Summer,3.0,Ligue 1,KV Kortrijk,Belgium
Nîmes Olympique,Denis Bouanga,FC Lorient,in,Summer,3.0,Ligue 1,FC Lorient,France
Nîmes Olympique,Loick Landre,Genoa CFC,in,Summer,0.15,Ligue 1,Genoa CFC,Italy
Nîmes Olympique,Hervé Lybohy,Paris FC,in,Summer,0.0,Ligue 1,Paris FC,France
Nîmes Olympique,Hervé Lybohy,Paris FC,in,Summer,0.0,Ligue 1,Paris FC,France
Nîmes Olympique,Florian Miguel,Tours FC,in,Summer,0.0,Ligue 1,Tours FC,France
Paris Saint-Germain,Thilo Kehrer,FC Schalke 04,in,Summer,37.0,Ligue 1,FC Schalke 04,Germany
Paris Saint-Germain,Gianluigi Buffon,Juventus FC,in,Summer,0.0,Ligue 1,Juventus FC,Italy
Stade Reims,Thomas Foket,KAA Gent,in,Summer,3.5,Ligue 1,KAA Gent,Belgium
AS Saint-Étienne,Wahbi Khazri,Sunderland AFC,in,Summer,7.0,Ligue 1,Sunderland AFC,England
RC Strasbourg Alsace,Stefan Mitrović,KAA Gent,in,Summer,3.0,Ligue 1,KAA Gent,Belgium
RC Strasbourg Alsace,Ibrahima Sissoko,Stade Brestois 29,in,Summer,2.0,Ligue 1,Stade Brestois 29,France
RC Strasbourg Alsace,Adrien Thomasson,FC Nantes,in,Summer,0.0,Ligue 1,FC Nantes,France
RC Strasbourg Alsace,Eiji Kawashima,FC Metz,in,Summer,0.0,Ligue 1,FC Metz,France
RC Strasbourg Alsace,Eiji Kawashima,FC Metz,in,Summer,0.0,Ligue 1,FC Metz,France
FC Toulouse,Firmin Mubele,Stade Rennais FC,in,Summer,5.0,Ligue 1,Stade Rennais FC,France
FC Toulouse,Baptiste Reynet,Dijon FCO,in,Summer,4.0,Ligue 1,Dijon FCO,France
FC Toulouse,Baptiste Reynet,Dijon FCO,in,Summer,4.0,Ligue 1,Dijon FCO,France
FC Toulouse,Mathieu Dossevi,FC Metz,in,Summer,2.5,Ligue 1,FC Metz,France
FC Toulouse,Mathieu Dossevi,FC Metz,in,Summer,2.5,Ligue 1,FC Metz,France
FC Toulouse,Max Gradel,AFC Bournemouth,in,Summer,2.0,Ligue 1,AFC Bournemouth,England
FC Toulouse,Aaron Leya Iseka,RSC Anderlecht,in,Summer,1.25,Ligue 1,RSC Anderlecht,Belgium
FC Toulouse,Aaron Leya Iseka,RSC Anderlecht,in,Summer,1.25,Ligue 1,RSC Anderlecht,Belgium
FC Toulouse,John Bostock,Bursaspor,in,Summer,0.7,Ligue 1,Bursaspor,Other
FC Girondins Bordeaux,Josh Maja,Sunderland AFC,in,Winter,1.5,Ligue 1,Sunderland AFC,England
Dijon FCO,Sory Kaba,Elche CF,in,Winter,4.0,Ligue 1,Elche CF,Spain
EA Guingamp,Mehdi Merghem,LB Châteauroux,in,Winter,0.0,Ligue 1,LB Châteauroux,France
Olympique Marseille,Mario Balotelli,OGC Nice,in,Winter,0.0,Ligue 1,OGC Nice,France
AS Monaco,Cesc Fàbregas,Chelsea FC,in,Winter,9.0,Ligue 1,Chelsea FC,England
AS Monaco,Naldo,FC Schalke 04,in,Winter,2.0,Ligue 1,FC Schalke 04,Germany
AS Monaco,William Vainqueur,Antalyaspor,in,Winter,0.45,Ligue 1,Antalyaspor,Other
Stade Reims,Arbër Zeneli,SC Heerenveen,in,Winter,4.0,Ligue 1,SC Heerenveen,Netherlands
FC Toulouse,Gen Shoji,Kashima Antlers,in,Winter,3.0,Ligue 1,Kashima Antlers,Other
Amiens SC,Serhou Guirassy,1. FC Köln,in,Summer,6.0,Ligue 1,1. FC Köln,Germany
Amiens SC,Gaël Kakuta,Rayo Vallecano,in,Summer,3.0,Ligue 1,Rayo Vallecano,Spain
Amiens SC,Emil Krafth,Bologna FC 1909,in,Summer,2.0,Ligue 1,Bologna FC 1909,Italy
Amiens SC,Jack Lahne,IF Brommapojkarna,in,Summer,2.0,Ligue 1,IF Brommapojkarna,Other
Amiens SC,Jack Lahne,IF Brommapojkarna,in,Summer,2.0,Ligue 1,IF Brommapojkarna,Other
Amiens SC,Chadrac Akolo,VfB Stuttgart,in,Summer,0.5,Ligue 1,VfB Stuttgart,Germany
Amiens SC,Jayson Papeau,Sainte-Geneviève Sports,in,Summer,0.0,Ligue 1,Sainte-Geneviève Sports,France
Amiens SC,Christophe Jallet,OGC Nice,in,Summer,0.0,Ligue 1,OGC Nice,France
Angers SCO,Sada Thioub,Nîmes Olympique,in,Summer,3.5,Ligue 1,Nîmes Olympique,France
Angers SCO,Antonin Bobichon,Nîmes Olympique,in,Summer,1.5,Ligue 1,Nîmes Olympique,France
Angers SCO,Danijel Petkovic,FC Lorient,in,Summer,0.9,Ligue 1,FC Lorient,France
Angers SCO,Rachid Alioui,Nîmes Olympique,in,Summer,0.0,Ligue 1,Nîmes Olympique,France
