club_name,player_name,club_involved_name,transfer_movement,transfer_period,fee_cleaned,league_name,Squad,country
FC Girondins Bordeaux,Laurent Koscielny,Arsenal FC,in,Summer,5.0,Ligue 1,Arsenal FC,England
FC Girondins Bordeaux,Ui-jo Hwang,Gamba Osaka,in,Summer,2.0,Ligue 1,Gamba Osaka,Other
FC Girondins Bordeaux,Mexer,Stade Rennais FC,in,Summer,0.0,Ligue 1,Stade Rennais FC,France
FC Girondins Bordeaux,Enock Kwateng,FC Nantes,in,Summer,0.0,Ligue 1,FC Nantes,France
Stade Brestois 29,Jean-Kévin Duverne,RC Lens,in,Summer,2.0,Ligue 1,RC Lens,France
Stade Brestois 29,Romain Perraud,OGC Nice,in,Summer,2.0,Ligue 1,OGC Nice,France
Stade Brestois 29,Paul Lasne,Montpellier HSC,in,Summer,0.0,Ligue 1,Montpellier HSC,France
Stade Brestois 29,Paul Lasne,Montpellier HSC,in,Summer,0.0,Ligue 1,Montpellier HSC,France
Stade Brestois 29,Ludovic Baal,Stade Rennais FC,in,Summer,0.0,Ligue 1,Stade Rennais FC,France
Dijon FCO,Mounir Chouiar,RC Lens,in,Summer,3.5,Ligue 1,RC Lens,France
Dijon FCO,Hamza Mendyl,FC Schalke 04,in,Summer,0.5,Ligue 1,FC Schalke 04,Germany
Dijon FCO,Bryan Soumaré,Olympique Saint-Quentin,in,Summer,0.0,Ligue 1,Olympique Saint-Quentin,France
LOSC Lille,Yusuf Yazici,Trabzonspor,in,Summer,18.5,Ligue 1,Trabzonspor,Other
LOSC Lille,Benjamin André,Stade Rennais FC,in,Summer,7.0,Ligue 1,Stade Rennais FC,France
LOSC Lille,Léo Jardim,Rio Ave FC,in,Summer,6.0,Ligue 1,Rio Ave FC,Portugal
Olympique Lyon,Jeff Reine-Adélaïde,Angers SCO,in,Summer,25.0,Ligue 1,Angers SCO,France
Olympique Lyon,Joachim Andersen,UC Sampdoria,in,Summer,24.0,Ligue 1,UC Sampdoria,Italy
Olympique Lyon,Joachim Andersen,UC Sampdoria,in,Summer,24.0,Ligue 1,UC Sampdoria,Italy
Olympique Lyon,Jean Lucas,CR Flamengo,in,Summer,8.0,Ligue 1,CR Flamengo,Other
Olympique Lyon,Jean Lucas,CR Flamengo,in,Summer,8.0,Ligue 1,CR Flamengo,Other
Olympique Lyon,Ciprian Tatarusanu,FC Nantes,in,Summer,0.0,Ligue 1,FC Nantes,France
Olympique Marseille,Valentin Rongier,FC Nantes,in,Summer,13.0,Ligue 1,FC Nantes,France
FC Metz,Victorien Angban,Chelsea FC U23,in,Summer,6.0,Ligue 1,Chelsea FC U23,England
FC Metz,Fabien Centonze,RC Lens,in,Summer,3.0,Ligue 1,RC Lens,France
FC Metz,Habib Maïga,AS Saint-Étienne,in,Summer,1.0,Ligue 1,AS Saint-Étienne,France
FC Metz,Habib Maïga,AS Saint-Étienne,in,Summer,1.0,Ligue 1,AS Saint-Étienne,France
FC Metz,Manuel Cabit,AC Ajaccio,in,Summer,0.0,Ligue 1,AC Ajaccio,France
Nîmes Olympique,Lamine Fomba,AJ Auxerre,in,Summer,4.0,Ligue 1,AJ Auxerre,France
Nîmes Olympique,Sidy Sarr,LB Châteauroux,in,Summer,2.0,Ligue 1,LB Châteauroux,France
Nîmes Olympique,Romain Philippoteaux,AJ Auxerre,in,Summer,0.3,Ligue 1,AJ Auxerre,France
Nîmes Olympique,Pablo Martínez,RC Strasbourg Alsace,in,Summer,0.0,Ligue 1,RC Strasbourg Alsace,France
AS Monaco,Wissam Ben Yedder,Sevilla FC,in,Summer,40.0,Ligue 1,Sevilla FC,Spain
AS Monaco,Guillermo Maripán,Deportivo Alavés,in,Summer,18.0,Ligue 1,Deportivo Alavés,Spain
AS Monaco,Henry Onyekuru,Everton FC,in,Summer,13.5,Ligue 1,Everton FC,England
AS Monaco,Benjamin Lecomte,Montpellier HSC,in,Summer,13.5,Ligue 1,Montpellier HSC,France
AS Monaco,Benjamin Lecomte,Montpellier HSC,in,Summer,13.5,Ligue 1,Montpellier HSC,France
AS Monaco,Ruben Aguilar,Montpellier HSC,in,Summer,8.0,Ligue 1,Montpellier HSC,France
AS Monaco,Ruben Aguilar,Montpellier HSC,in,Summer,8.0,Ligue 1,Montpellier HSC,France
AS Monaco,Jean-Kévin Augustin,RB Leipzig,in,Summer,4.0,Ligue 1,RB Leipzig,Germany
AS Monaco,Jean-Kévin Augustin,RB Leipzig,in,Summer,4.0,Ligue 1,RB Leipzig,Germany
AS Monaco,Tiemoué Bakayoko,Chelsea FC,in,Summer,3.0,Ligue 1,Chelsea FC,England
Montpellier HSC,Téji Savanier,Nîmes Olympique,in,Summer,9.5,Ligue 1,Nîmes Olympique,France
Montpellier HSC,Arnaud Souquet,KAA Gent,in,Summer,2.8,Ligue 1,KAA Gent,Belgium
Montpellier HSC,Gerónimo Rulli,Real Sociedad,in,Summer,1.5,Ligue 1,Real Sociedad,Spain
FC Nantes,Molla Wagué,Udinese Calcio,in,Summer,1.2,Ligue 1,Udinese Calcio,Italy
FC Nantes,Alban Lafont,ACF Fiorentina,in,Summer,0.8,Ligue 1,ACF Fiorentina,Italy
FC Nantes,Dennis Appiah,RSC Anderlecht,in,Summer,0.75,Ligue 1,RSC Anderlecht,Belgium
FC Nantes,Dennis Appiah,RSC Anderlecht,in,Summer,0.75,Ligue 1,RSC Anderlecht,Belgium
FC Nantes,Bridge Ndilu,Stade Lavallois,in,Summer,0.0,Ligue 1,Stade Lavallois,France
FC Nantes,Mehdi Abeid,Dijon FCO,in,Summer,0.0,Ligue 1,Dijon FCO,France
FC Nantes,Mehdi Abeid,Dijon FCO,in,Summer,0.0,Ligue 1,Dijon FCO,France
OGC Nice,Alexis Claude-Maurice,FC Lorient,in,Summer,13.0,Ligue 1,FC Lorient,France
OGC Nice,Adam Ounas,SSC Napoli,in,Summer,2.2,Ligue 1,SSC Napoli,Italy
Paris Saint-Germain,Abdou Diallo,Borussia Dortmund,in,Summer,32.0,Ligue 1,Borussia Dortmund,Germany
Paris Saint-Germain,Idrissa Gueye,Everton FC,in,Summer,30.0,Ligue 1,Everton FC,England
Paris Saint-Germain,Pablo Sarabia,Sevilla FC,in,Summer,18.0,Ligue 1,Sevilla FC,Spain
Paris Saint-Germain,Marcin Bulka,Chelsea FC U23,in,Summer,0.0,Ligue 1,Chelsea FC U23,England
Stade Reims,Dario Maresic,SK Sturm Graz,in,Summer,3.0,Ligue 1,SK Sturm Graz,Other
Stade Reims,Dario Maresic,SK Sturm Graz,in,Summer,3.0,Ligue 1,SK Sturm Graz,Other
Stade Reims,Anastasios Donis,VfB Stuttgart,in,Summer,1.0,Ligue 1,VfB Stuttgart,Germany
Stade Reims,Timothé Nkada,Stade Rennais FC,in,Summer,0.0,Ligue 1,Stade Rennais FC,France
Stade Rennais FC,Raphinha,Sporting CP,in,Summer,21.0,Ligue 1,Sporting CP,Portugal
Stade Rennais FC,Raphinha,Sporting CP,in,Summer,21.0,Ligue 1,Sporting CP,Portugal
Stade Rennais FC,M'Baye Niang,Torino FC,in,Summer,15.0,Ligue 1,Torino FC,Italy
Stade Rennais FC,Flavien Tait,Angers SCO,in,Summer,9.0,Ligue 1,Angers SCO,France
Stade Rennais FC,Jonas Martin,RC Strasbourg Alsace,in,Summer,4.0,Ligue 1,RC Strasbourg Alsace,France
Stade Rennais FC,Romain Salin,Sporting CP,in,Summer,0.0,Ligue 1,Sporting CP,Portugal
Stade Rennais FC,Romain Salin,Sporting CP,in,Summer,0.0,Ligue 1,Sporting CP,Portugal
AS Saint-Étienne,Denis Bouanga,Nîmes Olympique,in,Summer,4.5,Ligue 1,Nîmes Olympique,France
AS Saint-Étienne,Sergi Palencia,FC Barcelona,in,Summer,2.0,Ligue 1,FC Barcelona,Spain
AS Saint-Étienne,Miguel Trauco,CR Flamengo,in,Summer,1.0,Ligue 1,CR Flamengo,Other
AS Saint-Étienne,Miguel Trauco,CR Flamengo,in,Summer,1.0,Ligue 1,CR Flamengo,Other
RC Strasbourg Alsace,Jean-Ricner Bellegarde,RC Lens,in,Summer,2.0,Ligue 1,RC Lens,France
RC Strasbourg Alsace,Lamine Koné,Sunderland AFC,in,Summer,1.5,Ligue 1,Sunderland AFC,England
RC Strasbourg Alsace,Sanjin Prcic,Levante UD,in,Summer,1.0,Ligue 1,Levante UD,Spain
FC Toulouse,Wesley Saïd,Dijon FCO,in,Summer,8.0,Ligue 1,Dijon FCO,France
FC Toulouse,Wesley Saïd,Dijon FCO,in,Summer,8.0,Ligue 1,Dijon FCO,France
FC Girondins Bordeaux,Rubén Pardo,Real Sociedad,in,Winter,0.0,Ligue 1,Real Sociedad,Spain
Dijon FCO,Aurélien Scheidler,US Orléans,in,Winter,1.0,Ligue 1,US Orléans,France
Olympique Lyon,Bruno Guimarães,Club Athletico Paranaense,in,Winter,20.0,Ligue 1,Club Athletico Paranaense,Other
Olympique Lyon,Karl Toko Ekambi,Villarreal CF,in,Winter,4.0,Ligue 1,Villarreal CF,Spain
Olympique Lyon,Camilo,Associação Atlética Ponte Preta,in,Winter,2.0,Ligue 1,Associação Atlética Ponte Preta,Other
FC Metz,Dylan Bronn,KAA Gent,in,Winter,4.0,Ligue 1,KAA Gent,Belgium
AS Monaco,Youssouf Fofana,RC Strasbourg Alsace,in,Winter,15.0,Ligue 1,RC Strasbourg Alsace,France
AS Monaco,Jean Marcelin,AJ Auxerre,in,Winter,10.0,Ligue 1,AJ Auxerre,France
Montpellier HSC,Il-lok Yun,Yokohama F. Marinos,in,Winter,0.0,Ligue 1,Yokohama F. Marinos,Other
FC Nantes,Renaud Emond,Standard Liège,in,Winter,4.0,Ligue 1,Standard Liège,Belgium
Stade Rennais FC,Riffi Mandanda,US Boulogne,in,Winter,0.0,Ligue 1,US Boulogne,France
AS Saint-Étienne,Yvann Maçon,USL Dunkerque,in,Winter,0.45,Ligue 1,USL Dunkerque,France
RC Strasbourg Alsace,Mehdi Chahiri,Red Star FC,in,Winter,2.0,Ligue 1,Red Star FC,France
Paris Saint-Germain,Sergio Rico,Sevilla FC,in,Summer,6.0,Ligue 1,Sevilla FC,Spain
Paris Saint-Germain,Danilo Pereira,FC Porto,in,Summer,4.0,Ligue 1,FC Porto,Portugal
Paris Saint-Germain,Rafinha,FC Barcelona,in,Summer,1.5,Ligue 1,FC Barcelona,Spain
Paris Saint-Germain,Alessandro Florenzi,AS Roma,in,Summer,0.5,Ligue 1,AS Roma,Italy
Paris Saint-Germain,Alessandro Florenzi,AS Roma,in,Summer,0.5,Ligue 1,AS Roma,Italy
Paris Saint-Germain,Alexandre Letellier,US Orléans,in,Summer,0.0,Ligue 1,US Orléans,France
Olympique Marseille,Álvaro González,Villarreal CF,in,Summer,4.0,Ligue 1,Villarreal CF,Spain
Olympique Marseille,Leonardo Balerdi,Borussia Dortmund,in,Summer,1.0,Ligue 1,Borussia Dortmund,Germany
Stade Rennais FC,Jérémy Doku,RSC Anderlecht,in,Summer,26.0,Ligue 1,RSC Anderlecht,Belgium
Stade Rennais FC,Jérémy Doku,RSC Anderlecht,in,Summer,26.0,Ligue 1,RSC Anderlecht,Belgium
Stade Rennais FC,Serhou Guirassy,Amiens SC,in,Summer,15.0,Ligue 1,Amiens SC,France
Stade Rennais FC,Alfred Gomis,Dijon FCO,in,Summer,10.0,Ligue 1,Dijon FCO,France
Stade Rennais FC,Alfred Gomis,Dijon FCO,in,Summer,10.0,Ligue 1,Dijon FCO,France
Stade Rennais FC,Nayef Aguerd,Dijon FCO,in,Summer,4.0,Ligue 1,Dijon FCO,France
Stade Rennais FC,Nayef Aguerd,Dijon FCO,in,Summer,4.0,Ligue 1,Dijon FCO,France
Stade Rennais FC,Daniele Rugani,Juventus FC,in,Summer,1.06,Ligue 1,Juventus FC,Italy
LOSC Lille,Jonathan David,KAA Gent,in,Summer,27.0,Ligue 1,KAA Gent,Belgium
LOSC Lille,Orestis Karnezis,SSC Napoli,in,Summer,5.13,Ligue 1,SSC Napoli,Italy
OGC Nice,Robson Bambu,Club Athletico Paranaense,in,Summer,8.0,Ligue 1,Club Athletico Paranaense,Other
OGC Nice,Morgan Schneiderlin,Everton FC,in,Summer,2.23,Ligue 1,Everton FC,England
OGC Nice,Lucas Da Cunha,Stade Rennais FC,in,Summer,1.0,Ligue 1,Stade Rennais FC,France
Stade Reims,Valon Berisha,SS Lazio,in,Summer,4.5,Ligue 1,SS Lazio,Italy
Stade Reims,Anastasios Donis,VfB Stuttgart,in,Summer,4.0,Ligue 1,VfB Stuttgart,Germany
Stade Reims,Fraser Hornby,Everton FC U23,in,Summer,2.0,Ligue 1,Everton FC U23,England
Olympique Lyon,Lucas Paquetá,AC Milan,in,Summer,23.44,Ligue 1,AC Milan,Italy
Olympique Lyon,Lucas Paquetá,AC Milan,in,Summer,23.44,Ligue 1,AC Milan,Italy
Olympique Lyon,Karl Toko Ekambi,Villarreal CF,in,Summer,11.5,Ligue 1,Villarreal CF,Spain
Olympique Lyon,Cenk Özkacar,Altay SK,in,Summer,1.5,Ligue 1,Altay SK,Other
Olympique Lyon,Julian Pollersbeck,Hamburger SV,in,Summer,0.25,Ligue 1,Hamburger SV,Germany
Olympique Lyon,Julian Pollersbeck,Hamburger SV,in,Summer,0.25,Ligue 1,Hamburger SV,Germany
RC Strasbourg Alsace,Habib Diallo,FC Metz,in,Summer,10.0,Ligue 1,FC Metz,France
RC Strasbourg Alsace,Habib Diallo,FC Metz,in,Summer,10.0,Ligue 1,FC Metz,France
AS Monaco,Kevin Volland,Bayer 04 Leverkusen,in,Summer,11.0,Ligue 1,Bayer 04 Leverkusen,Germany
AS Monaco,Kevin Volland,Bayer 04 Leverkusen,in,Summer,11.0,Ligue 1,Bayer 04 Leverkusen,Germany
AS Monaco,Anthony Musaba,NEC Nijmegen,in,Summer,2.5,Ligue 1,NEC Nijmegen,Netherlands
AS Monaco,Florentino,SL Benfica,in,Summer,1.5,Ligue 1,SL Benfica,Portugal
AS Monaco,Vito Mannone,Reading FC,in,Summer,0.0,Ligue 1,Reading FC,England
Angers SCO,Souleyman Doumbia,Stade Rennais FC,in,Summer,3.0,Ligue 1,Stade Rennais FC,France
Angers SCO,Enzo Ebosse,Le Mans FC,in,Summer,0.5,Ligue 1,Le Mans FC,France
Angers SCO,Sofiane Boufal,Southampton FC,in,Summer,0.0,Ligue 1,Southampton FC,England
Angers SCO,Jimmy Cabot,FC Lorient,in,Summer,0.0,Ligue 1,FC Lorient,France
Angers SCO,Loïs Diony,AS Saint-Étienne,in,Summer,0.0,Ligue 1,AS Saint-Étienne,France
Angers SCO,Loïs Diony,AS Saint-Étienne,in,Summer,0.0,Ligue 1,AS Saint-Étienne,France
FC Nantes,Moses Simon,Levante UD,in,Summer,5.0,Ligue 1,Levante UD,Spain
FC Nantes,Pedro Chirivella,Liverpool FC U23,in,Summer,0.0,Ligue 1,Liverpool FC U23,England
FC Nantes,Jean-Charles Castelletto,Stade Brestois 29,in,Summer,0.0,Ligue 1,Stade Brestois 29,France
Stade Brestois 29,Franck Honorat,AS Saint-Étienne,in,Summer,5.0,Ligue 1,AS Saint-Étienne,France
Stade Brestois 29,Franck Honorat,AS Saint-Étienne,in,Summer,5.0,Ligue 1,AS Saint-Étienne,France
Stade Brestois 29,Christophe Hérelle,OGC Nice,in,Summer,4.0,Ligue 1,OGC Nice,France
Stade Brestois 29,Heriberto Tavares,SL Benfica,in,Summer,1.2,Ligue 1,SL Benfica,Portugal
Stade Brestois 29,Romain Philippoteaux,Nîmes Olympique,in,Summer,0.5,Ligue 1,Nîmes Olympique,France
Stade Brestois 29,Jérémy Le Douaron,Stade Briochin,in,Summer,0.0,Ligue 1,Stade Briochin,France
FC Metz,Vagner,AS Saint-Étienne,in,Summer,3.0,Ligue 1,AS Saint-Étienne,France
FC Metz,Vagner,AS Saint-Étienne,in,Summer,3.0,Ligue 1,AS Saint-Étienne,France
FC Metz,Vincent Pajot,Angers SCO,in,Summer,0.7,Ligue 1,Angers SCO,France
Dijon FCO,Moussa Konaté,Amiens SC,in,Summer,2.4,Ligue 1,Amiens SC,France
Dijon FCO,Saturnin Allagbé,Chamois Niortais FC,in,Summer,2.0,Ligue 1,Chamois Niortais FC,France
Nîmes Olympique,Patrick Burner,OGC Nice,in,Summer,1.5,Ligue 1,OGC Nice,France
FC Lorient,Terem Moffi,KV Kortrijk,in,Summer,8.0,Ligue 1,KV Kortrijk,Belgium
FC Lorient,Armand Laurienté,Stade Rennais FC,in,Summer,3.0,Ligue 1,Stade Rennais FC,France
FC Lorient,Stéphane Diarra,Le Mans FC,in,Summer,2.5,Ligue 1,Le Mans FC,France
FC Lorient,Thomas Monconduit,Amiens SC,in,Summer,2.0,Ligue 1,Amiens SC,France
FC Lorient,Matthieu Dreyer,Amiens SC,in,Summer,0.0,Ligue 1,Amiens SC,France
FC Lorient,Jérémy Morel,Stade Rennais FC,in,Summer,0.0,Ligue 1,Stade Rennais FC,France
RC Lens,Seko Fofana,Udinese Calcio,in,Summer,8.5,Ligue 1,Udinese Calcio,Italy
RC Lens,Ignatius Ganago,OGC Nice,in,Summer,6.0,Ligue 1,OGC Nice,France
Olympique Marseille,Arkadiusz Milik,SSC Napoli,in,Winter,3.93,Ligue 1,SSC Napoli,Italy
Olympique Marseille,Pol Lirola,ACF Fiorentina,in,Winter,0.49,Ligue 1,ACF Fiorentina,Italy
AS Monaco,Krépin Diatta,Club Brugge KV,in,Winter,16.7,Ligue 1,Club Brugge KV,Belgium
AS Monaco,Krépin Diatta,Club Brugge KV,in,Winter,16.7,Ligue 1,Club Brugge KV,Belgium
LOSC Lille,Amadou Onana,Hamburger SV,in,Summer,12.6,Ligue 1,Hamburger SV,Germany
LOSC Lille,Amadou Onana,Hamburger SV,in,Summer,12.6,Ligue 1,Hamburger SV,Germany
LOSC Lille,Gabriel Gudmundsson,FC Groningen,in,Summer,6.0,Ligue 1,FC Groningen,Netherlands
Paris Saint-Germain,Danilo Pereira,FC Porto,in,Summer,16.0,Ligue 1,FC Porto,Portugal
Paris Saint-Germain,Nuno Mendes,Sporting CP,in,Summer,7.0,Ligue 1,Sporting CP,Portugal
Paris Saint-Germain,Nuno Mendes,Sporting CP,in,Summer,7.0,Ligue 1,Sporting CP,Portugal
Paris Saint-Germain,Gianluigi Donnarumma,AC Milan,in,Summer,0.0,Ligue 1,AC Milan,Italy
Paris Saint-Germain,Gianluigi Donnarumma,AC Milan,in,Summer,0.0,Ligue 1,AC Milan,Italy
Paris Saint-Germain,Georginio Wijnaldum,Liverpool FC,in,Summer,0.0,Ligue 1,Liverpool FC,England
Paris Saint-Germain,Lionel Messi,FC Barcelona,in,Summer,0.0,Ligue 1,FC Barcelona,Spain
AS Monaco,Myron Boadu,AZ Alkmaar,in,Summer,17.0,Ligue 1,AZ Alkmaar,Netherlands
AS Monaco,Ismail Jakobs,1. FC Köln,in,Summer,6.5,Ligue 1,1. FC Köln,Germany
Olympique Lyon,Xherdan Shaqiri,Liverpool FC,in,Summer,6.0,Ligue 1,Liverpool FC,England
Olympique Lyon,Emerson,Chelsea FC,in,Summer,0.5,Ligue 1,Chelsea FC,England
Olympique Lyon,Damien Da Silva,Stade Rennais FC,in,Summer,0.0,Ligue 1,Stade Rennais FC,France
Olympique Marseille,Gerson,CR Flamengo,in,Summer,20.5,Ligue 1,CR Flamengo,Other
Olympique Marseille,Gerson,CR Flamengo,in,Summer,20.5,Ligue 1,CR Flamengo,Other
Olympique Marseille,Pol Lirola,ACF Fiorentina,in,Summer,13.0,Ligue 1,ACF Fiorentina,Italy
Olympique Marseille,Leonardo Balerdi,Borussia Dortmund,in,Summer,11.0,Ligue 1,Borussia Dortmund,Germany
Olympique Marseille,Luan Peres,Santos FC,in,Summer,4.5,Ligue 1,Santos FC,Other
Olympique Marseille,Luan Peres,Santos FC,in,Summer,4.5,Ligue 1,Santos FC,Other
Olympique Marseille,Konrad de la Fuente,FC Barcelona B,in,Summer,3.0,Ligue 1,FC Barcelona B,Spain
Olympique Marseille,Pau López,AS Roma,in,Summer,0.72,Ligue 1,AS Roma,Italy
Olympique Marseille,Pau López,AS Roma,in,Summer,0.72,Ligue 1,AS Roma,Italy
Olympique Marseille,Cengiz Ünder,AS Roma,in,Summer,0.5,Ligue 1,AS Roma,Italy
Olympique Marseille,Cengiz Ünder,AS Roma,in,Summer,0.5,Ligue 1,AS Roma,Italy
Stade Rennais FC,Loïc Badé,RC Lens,in,Summer,17.0,Ligue 1,RC Lens,France
Stade Rennais FC,Gaëtan Laborde,Montpellier HSC,in,Summer,15.0,Ligue 1,Montpellier HSC,France
Stade Rennais FC,Gaëtan Laborde,Montpellier HSC,in,Summer,15.0,Ligue 1,Montpellier HSC,France
Stade Rennais FC,Baptiste Santamaria,SC Freiburg,in,Summer,14.0,Ligue 1,SC Freiburg,Germany
Stade Rennais FC,Baptiste Santamaria,SC Freiburg,in,Summer,14.0,Ligue 1,SC Freiburg,Germany
Stade Rennais FC,Dogan Alemdar,Kayserispor,in,Summer,3.5,Ligue 1,Kayserispor,Other
Stade Rennais FC,Birger Meling,Nîmes Olympique,in,Summer,3.0,Ligue 1,Nîmes Olympique,France
RC Lens,Kevin Danso,FC Augsburg,in,Summer,5.5,Ligue 1,FC Augsburg,Germany
RC Lens,Gaël Kakuta,Amiens SC,in,Summer,5.0,Ligue 1,Amiens SC,France
Montpellier HSC,Thuler,CR Flamengo,in,Summer,0.2,Ligue 1,CR Flamengo,Other
Montpellier HSC,Thuler,CR Flamengo,in,Summer,0.2,Ligue 1,CR Flamengo,Other
Montpellier HSC,Léo Leroy,LB Châteauroux,in,Summer,0.0,Ligue 1,LB Châteauroux,France
OGC Nice,Calvin Stengs,AZ Alkmaar,in,Summer,15.0,Ligue 1,AZ Alkmaar,Netherlands
OGC Nice,Andy Delort,Montpellier HSC,in,Summer,10.0,Ligue 1,Montpellier HSC,France
OGC Nice,Andy Delort,Montpellier HSC,in,Summer,10.0,Ligue 1,Montpellier HSC,France
OGC Nice,Jean-Clair Todibo,FC Barcelona,in,Summer,8.5,Ligue 1,FC Barcelona,Spain
OGC Nice,Pablo Rosario,PSV Eindhoven,in,Summer,6.0,Ligue 1,PSV Eindhoven,Netherlands
OGC Nice,Mario Lemina,Southampton FC,in,Summer,5.5,Ligue 1,Southampton FC,England
FC Metz,Sofiane Alakouch,Nîmes Olympique,in,Summer,0.0,Ligue 1,Nîmes Olympique,France
FC Girondins Bordeaux,Fransérgio,SC Braga,in,Summer,4.5,Ligue 1,SC Braga,Portugal
FC Girondins Bordeaux,M'Baye Niang,Stade Rennais FC,in,Summer,0.0,Ligue 1,Stade Rennais FC,France
Angers SCO,Azzedine Ounahi,US Avranches,in,Summer,0.07,Ligue 1,US Avranches,France
Angers SCO,Batista Mendy,FC Nantes,in,Summer,0.0,Ligue 1,FC Nantes,France
Stade Reims,Azor Matusiwa,FC Groningen,in,Summer,4.0,Ligue 1,FC Groningen,Netherlands
Stade Reims,Mitchell van Bergen,SC Heerenveen,in,Summer,2.0,Ligue 1,SC Heerenveen,Netherlands
Stade Reims,Rafik Guitane,Stade Rennais FC,in,Summer,0.0,Ligue 1,Stade Rennais FC,France
RC Strasbourg Alsace,Gerzino Nyamsi,Stade Rennais FC,in,Summer,1.5,Ligue 1,Stade Rennais FC,France
RC Strasbourg Alsace,Maxime Le Marchand,Fulham FC,in,Summer,0.0,Ligue 1,Fulham FC,England
RC Strasbourg Alsace,Kévin Gameiro,Valencia CF,in,Summer,0.0,Ligue 1,Valencia CF,Spain
Stade Brestois 29,Marco Bizot,AZ Alkmaar,in,Summer,5.0,Ligue 1,AZ Alkmaar,Netherlands
Stade Brestois 29,Lilian Brassier,Stade Rennais FC,in,Summer,2.0,Ligue 1,Stade Rennais FC,France
Stade Brestois 29,Romain Del Castillo,Stade Rennais FC,in,Summer,1.5,Ligue 1,Stade Rennais FC,France
Stade Brestois 29,Jere Uronen,KRC Genk,in,Summer,1.0,Ligue 1,KRC Genk,Belgium
Stade Brestois 29,Noé Sow,Stade Plabennecois,in,Summer,0.0,Ligue 1,Stade Plabennecois,France
Stade Brestois 29,Grégoire Coudert,Amiens SC,in,Summer,0.0,Ligue 1,Amiens SC,France
FC Nantes,Alban Lafont,ACF Fiorentina,in,Summer,7.5,Ligue 1,ACF Fiorentina,Italy
ESTAC Troyes,Mama Baldé,Dijon FCO,in,Summer,3.5,Ligue 1,Dijon FCO,France
ESTAC Troyes,Mama Baldé,Dijon FCO,in,Summer,3.5,Ligue 1,Dijon FCO,France
ESTAC Troyes,Renaud Ripart,Nîmes Olympique,in,Summer,3.3,Ligue 1,Nîmes Olympique,France
ESTAC Troyes,Adil Rami,Boavista FC,in,Summer,0.0,Ligue 1,Boavista FC,Portugal
ESTAC Troyes,Jessy Moulin,AS Saint-Étienne,in,Summer,0.0,Ligue 1,AS Saint-Étienne,France
ESTAC Troyes,Jessy Moulin,AS Saint-Étienne,in,Summer,0.0,Ligue 1,AS Saint-Étienne,France
ESTAC Troyes,Yasser Larouci,Liverpool FC U23,in,Summer,0.0,Ligue 1,Liverpool FC U23,England
Clermont Foot 63,Cem Türkmen,Bayer 04 Leverkusen,in,Summer,0.0,Ligue 1,Bayer 04 Leverkusen,Germany
Clermont Foot 63,Cem Türkmen,Bayer 04 Leverkusen,in,Summer,0.0,Ligue 1,Bayer 04 Leverkusen,Germany
Clermont Foot 63,Uri Busquets,FC Barcelona B,in,Summer,0.0,Ligue 1,FC Barcelona B,Spain
AS Monaco,Vanderson,Grêmio Foot-Ball Porto Alegrense,in,Winter,11.0,Ligue 1,Grêmio Foot-Ball Porto Alegrense,Other
Olympique Lyon,Romain Faivre,Stade Brestois 29,in,Winter,15.0,Ligue 1,Stade Brestois 29,France
Olympique Marseille,Sead Kolasinac,Arsenal FC,in,Winter,0.0,Ligue 1,Arsenal FC,England
OGC Nice,Billal Brahimi,Angers SCO,in,Winter,7.0,Ligue 1,Angers SCO,France
FC Metz,Fali Candé,Portimonense SC,in,Winter,2.5,Ligue 1,Portimonense SC,Portugal
FC Metz,Ibrahim Amadou,Sevilla FC,in,Winter,0.0,Ligue 1,Sevilla FC,Spain
FC Girondins Bordeaux,Anel Ahmedhodzic,Malmö FF,in,Winter,1.0,Ligue 1,Malmö FF,Other
Stade Reims,Jens Cajuste,FC Midtjylland,in,Winter,10.0,Ligue 1,FC Midtjylland,Other
RC Strasbourg Alsace,Ismaël Doukouré,Valenciennes FC,in,Winter,1.5,Ligue 1,Valenciennes FC,France
FC Lorient,Bonke Innocent,Malmö FF,in,Winter,0.0,Ligue 1,Malmö FF,Other
ESTAC Troyes,Abdu Conté,Moreirense FC,in,Winter,2.7,Ligue 1,Moreirense FC,Portugal
Paris Saint-Germain,Vitinha,FC Porto,in,Summer,41.5,Ligue 1,FC Porto,Portugal
Paris Saint-Germain,Nuno Mendes,Sporting CP,in,Summer,38.0,Ligue 1,Sporting CP,Portugal
Paris Saint-Germain,Nuno Mendes,Sporting CP,in,Summer,38.0,Ligue 1,Sporting CP,Portugal
Paris Saint-Germain,Fabián Ruiz,SSC Napoli,in,Summer,23.0,Ligue 1,SSC Napoli,Italy
Paris Saint-Germain,Carlos Soler,Valencia CF,in,Summer,18.0,Ligue 1,Valencia CF,Spain
Paris Saint-Germain,Nordi Mukiele,RB Leipzig,in,Summer,12.0,Ligue 1,RB Leipzig,Germany
Paris Saint-Germain,Nordi Mukiele,RB Leipzig,in,Summer,12.0,Ligue 1,RB Leipzig,Germany
Olympique Marseille,Pau López,AS Roma,in,Summer,12.0,Ligue 1,AS Roma,Italy
Olympique Marseille,Pau López,AS Roma,in,Summer,12.0,Ligue 1,AS Roma,Italy
Olympique Marseille,Mattéo Guendouzi,Arsenal FC,in,Summer,11.0,Ligue 1,Arsenal FC,England
